adjective,meaning,Primary sense-type,Secondary sense-type
తేట,"తేరినది,నిర్మలము,స్వచ్చము,విశదము,స్పష్టము,ఇంపైనది,మనోజ్ఞమైనది",,
తేటతెల్లమి-తేటతెల్ల/తేటతెల్లము,"విస్పష్టము,ప్రస్ఫుటము",,
తేమ-తెమ్మ,"ఆర్ద్రము,తడిగలది",,
తేర,"సంబంధము లేనిది,లాతి,అన్యము",,
తేరకత్తే(త్తియ),"సంబంధము లేనిది,అన్యురాలు",,
తేరకాడు,"సంబంధము లేనివాడు,అన్యుడు,క్రొత్తవాడు,అపరిచితుడు,విటుడు",,
తేరుకాడు,"రథికుడు,రథమునందుండి యుద్ధముచేయువాడు",,
తేలింపు,దీనమైనది,,
తేలిక,"లఘువు,భారములేనిది,రోగభారములేనిది,ఆరోగ్యవంతము,నీచము,అల్పము",,
తైతిక్షుడు,"ఓర్పుగలవాడు,తితిక్షాశీలుడు",,
తైమిరము,తిమిర(చీకటి)సంబంధమైనది,,
తైర్థము,"తీర్థమునకు సంబంధించినది,తీర్థమందు ఇయ్యదగినది(దానాది)",,
తైర్థికుడు,తీర్థసేవచేయువాడు,,
తైలపీతుడు,"పీతతైలుడు,తైలము త్రాగినవాడు",,
తైలము,తిల సoబంధమైనది,,
తైలీనము,తిలలు పండునది(పొలము),,
తొంగలి,"వాలునది,వ్రేలాడునది,స్రవించునది,సాంద్రము,దట్టము",,
తొండు,"ప్రాలుమాలినవాడు,సోమరి",,
తొండోరు,"ప్రాలుమాలినవాడు,సోమరి",,
తొంద-తొందు,"బొజ్జకలవాడు,తుందిలుడు",,
తొకతొక,"తొక్కు,స్పష్టము కానిది(పిల్లల మాట),తడబడునది",,
తొగరు-తొవరు,ఎర్రనిది,,
తొచ్చెము-తొచ్చియము,హీనము,,
తొటదొప్ప,"అధికము,పెల్లు",,
తొట్ట,స్థూలము,,
తొడరువు,మొదటి,,
తోడి,తడబడునది,,
తొత్తులమారి,లంజెల యిండ్లకుబోవు స్వభావము గలవాడు,,
తొన,రక్షకము,,
తొప్ప,"అధికము,మిక్కిలి,ఎరుపురంగుగలది,ఎర్రనిది",,
తొబక,విత్తులురాలినది,,
తొఱ్ఱివాడు,"పతిత దంతుడు,పండ్లూడినవాడు",,
తొలుత-తొల్త,"ముందుది,పూర్వపుది",,
తొల్లి-తొలి,ముందటిది,,
